AUDIENCE,COMPARISON_POPULATION,COMMUNITY,PERC_AUDIENCE,MEDIAN_SPEND_PER_CUSTOMER,SPC,SPP,PPC,PERC_COMPARISON,COMPARISON_MEDIAN_SPEND_PER_CUSTOMER,COMPARISON_SPC,COMPARISON_SPP,COMPARISON_PPC,PERC_INDEX,SPC_INDEX,SPP_INDEX,PPC_INDEX,COMPOSITE_INDEX
Past Single Match Attendee,NWSL Fans,MLS,0.123635,20.34,280.46,46.25,6.063604,0.936270,23.51,169.46,39.86,4.251079,13.21,165.5,116.02,142.64,109.3425
Current Season Ticket Member,General Population,Drinkers,0.123596,63.20,904.00,78.92,11.454545,0.084069,94.93,386.88,58.32,6.633293,147.02,233.66,135.31,172.68,172.1675
Current Season Ticket Member,NWSL Fans,Drinkers,0.123596,63.20,904.00,78.92,11.454545,0.203863,40.05,394.04,64.91,6.070813,60.63,229.42,121.59,188.68,150.08
Current Season Ticket Member,Local Gen Pop (Excl. Seattle Reign Fans),Drinkers,0.123596,63.20,904.00,78.92,11.454545,0.105049,46.07,449.63,77.52,5.800153,117.66,201.05,101.81,197.49,154.5025
Current Season Ticket Member,Other Seattle/Washington Sports Fans,Drinkers,0.123596,63.20,904.00,78.92,11.454545,0.187628,53.1,508.67,87.48,5.8144,65.87,177.72,90.21,197,132.7
2025 Single Match Buyer,NWSL Fans,NFL,0.122892,20.06,149.45,34.70,4.307190,0.330425,25.95,240.27,57.41,4.185032,37.19,62.2,60.44,102.92,65.6875
2025 Single Match Buyer,Other Seattle/Washington Sports Fans,NFL,0.122892,20.06,149.45,34.70,4.307190,0.346597,22.22,260.66,68.96,3.780019,35.46,57.34,50.32,113.95,64.2675
2025 Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),NFL,0.122892,20.06,149.45,34.70,4.307190,0.080374,21.36,226.77,62.82,3.609727,152.90,65.91,55.24,119.32,98.3425
2025 Single Match Buyer,General Population,NFL,0.122892,20.06,149.45,34.70,4.307190,0.037658,73.37,209.62,65.78,3.186515,326.34,71.29,52.75,135.17,146.3875
Past Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),Bookworms,0.122761,15.52,182.38,20.52,8.886121,0.161195,15.38,219.44,19.66,11.161137,76.16,83.11,104.37,79.62,85.815
Past Single Match Attendee,General Population,Bookworms,0.122761,15.52,182.38,20.52,8.886121,0.118628,62.63,176.42,20.48,8.614282,103.48,103.38,100.19,103.16,102.5525
Past Single Match Attendee,Other Seattle/Washington Sports Fans,Bookworms,0.122761,15.52,182.38,20.52,8.886121,0.224327,16.08,249.09,21.45,11.614206,54.72,73.22,95.68,76.51,75.0325
Past Single Match Attendee,NWSL Fans,Bookworms,0.122761,15.52,182.38,20.52,8.886121,0.193494,15.28,208.39,22.21,9.384843,63.44,87.52,92.41,94.69,84.515
Past Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),Tech Savvy,0.122761,10.77,390.69,31.29,12.487544,0.178541,10.44,623.32,36.33,17.157956,68.76,62.68,86.13,72.78,72.5875
Past Single Match Attendee,General Population,Tech Savvy,0.122761,10.77,390.69,31.29,12.487544,0.122521,113.2,521.14,32.82,15.877504,100.20,74.97,95.33,78.65,87.2875
Past Single Match Attendee,Other Seattle/Washington Sports Fans,Tech Savvy,0.122761,10.77,390.69,31.29,12.487544,0.273867,10.88,611.09,35.97,16.990536,44.83,63.93,87,73.5,67.315
Past Single Match Attendee,NWSL Fans,Tech Savvy,0.122761,10.77,390.69,31.29,12.487544,0.246054,10.12,407.11,28.72,14.17363,49.89,95.97,108.94,88.1,85.725
Past Single Match Buyer,General Population,NFL,0.121847,21.84,154.99,40.06,3.868742,0.037658,73.37,209.62,65.78,3.186515,323.56,73.94,60.9,121.41,144.9525
Past Single Match Buyer,NWSL Fans,NFL,0.121847,21.84,154.99,40.06,3.868742,0.330425,25.95,240.27,57.41,4.185032,36.88,64.51,69.78,92.44,65.9025
Past Single Match Buyer,Other Seattle/Washington Sports Fans,NFL,0.121847,21.84,154.99,40.06,3.868742,0.346597,22.22,260.66,68.96,3.780019,35.16,59.46,58.09,102.35,63.765
Past Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),NFL,0.121847,21.84,154.99,40.06,3.868742,0.080374,21.36,226.77,62.82,3.609727,151.60,68.35,63.77,107.18,97.725
Season Ticket Members,Other Seattle/Washington Sports Fans,Basketball,0.107595,22.58,263.24,45.51,5.784314,0.260230,25.13,138.7,47.86,2.898136,41.35,189.79,95.1,199.59,131.4575
Season Ticket Members,NWSL Fans,Basketball,0.107595,22.58,263.24,45.51,5.784314,0.329373,25.01,186.58,44.47,4.195185,32.67,141.09,102.33,137.88,103.4925
Season Ticket Members,General Population,Basketball,0.107595,22.58,263.24,45.51,5.784314,0.024956,58.36,184.26,67.03,2.749041,431.14,142.86,67.9,210.41,213.0775
Season Ticket Members,Local Gen Pop (Excl. Seattle Reign Fans),Basketball,0.107595,22.58,263.24,45.51,5.784314,0.070134,24.19,130.63,44.94,2.906812,153.41,201.51,101.27,198.99,163.795
Season Ticket Members,NWSL Fans,Drinkers,0.107595,64.07,718.99,82.40,8.725490,0.203863,40.05,394.04,64.91,6.070813,52.78,182.47,126.95,143.73,126.4825
Season Ticket Members,Other Seattle/Washington Sports Fans,Drinkers,0.107595,64.07,718.99,82.40,8.725490,0.187628,53.1,508.67,87.48,5.8144,57.34,141.35,94.19,150.07,110.7375
Season Ticket Members,General Population,Drinkers,0.107595,64.07,718.99,82.40,8.725490,0.084069,94.93,386.88,58.32,6.633293,127.98,185.84,141.28,131.54,146.66
Season Ticket Members,Local Gen Pop (Excl. Seattle Reign Fans),Drinkers,0.107595,64.07,718.99,82.40,8.725490,0.105049,46.07,449.63,77.52,5.800153,102.42,159.91,106.29,150.44,129.765
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),NWSL,0.105329,20.83,161.37,32.20,5.010919,0.040258,21.7,84.6,29.13,2.90483,261.63,190.73,110.56,172.5,183.855
Combined Reign Fanbase,General Population,Political,0.099769,19.48,469.48,54.36,8.635744,0.027454,77.04,374.49,30.25,12.379805,363.40,125.36,179.7,69.76,184.555
Combined Reign Fanbase,Other Seattle/Washington Sports Fans,Political,0.099769,19.48,469.48,54.36,8.635744,0.099366,16.82,471.76,44.24,10.663472,100.41,99.52,122.87,80.98,100.945
Combined Reign Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Political,0.099769,19.48,469.48,54.36,8.635744,0.057121,12.47,480.5,30.17,15.927265,174.66,97.71,180.19,54.22,126.695
Combined Reign Fanbase,NWSL Fans,Political,0.099769,19.48,469.48,54.36,8.635744,0.086862,16.32,371.59,45.07,8.245503,114.86,126.34,120.62,104.73,116.6375
Seattle Reign FC,Other Seattle/Washington Sports Fans,Boutique Fitness Enthusiasts,0.099729,47.34,1183.62,80.42,14.717372,0.064149,51.91,1077.56,85.07,12.666973,155.46,109.84,94.54,116.19,119.0075
Seattle Reign FC,NWSL Fans,Boutique Fitness Enthusiasts,0.099729,47.34,1183.62,80.42,14.717372,0.095362,45.57,1122.7,77.13,14.556231,104.58,105.43,104.27,101.11,103.8475
Seattle Reign FC,Local Gen Pop (Excl. Seattle Reign Fans),Boutique Fitness Enthusiasts,0.099729,47.34,1183.62,80.42,14.717372,0.024545,50.59,966.96,82.71,11.690927,406.31,122.41,97.23,125.89,187.96
Seattle Reign FC,General Population,Boutique Fitness Enthusiasts,0.099729,47.34,1183.62,80.42,14.717372,0.015573,254.73,916.26,78.66,11.648058,640.40,129.18,102.24,126.35,249.5425
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Wellness Warriors,0.099628,39.59,318.68,63.38,5.028037,0.185438,39.92,391.21,62.47,6.262071,53.73,81.46,101.45,80.29,79.2325
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Wellness Warriors,0.099628,39.59,318.68,63.38,5.028037,0.106617,44.18,421.64,68.75,6.13329,93.44,75.58,92.19,81.98,85.7975
Email/Marketing Lead Only,NWSL Fans,Wellness Warriors,0.099628,39.59,318.68,63.38,5.028037,0.240700,35.79,378.52,55.53,6.815845,41.39,84.19,114.13,73.77,78.37
Email/Marketing Lead Only,General Population,Wellness Warriors,0.099628,39.59,318.68,63.38,5.028037,0.077164,101.3,385.57,71.38,5.401388,129.11,82.65,88.79,93.09,98.41
2025 Single Match Buyer,Other Seattle/Washington Sports Fans,Sports Merchandise Shopper,0.099598,56.47,165.38,73.50,2.250000,0.213213,61.89,214.19,86.08,2.488373,46.71,77.21,85.39,90.42,74.9325
2025 Single Match Buyer,NWSL Fans,Sports Merchandise Shopper,0.099598,56.47,165.38,73.50,2.250000,0.333489,56.53,240.37,79.62,3.019177,29.87,68.8,92.32,74.52,66.3775
2025 Single Match Buyer,General Population,Sports Merchandise Shopper,0.099598,56.47,165.38,73.50,2.250000,0.073461,91.44,173.12,75.53,2.29205,135.58,95.53,97.31,98.17,106.6475
2025 Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Sports Merchandise Shopper,0.099598,56.47,165.38,73.50,2.250000,0.087326,57.31,177.01,80.13,2.209098,114.05,93.43,91.73,101.85,100.265
Full Matched Fanbase,NWSL Fans,Sports Merchandise Shopper,0.099358,58.75,184.80,79.18,2.333900,0.333489,56.53,240.37,79.62,3.019177,29.79,76.88,99.45,77.3,70.855
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Sports Merchandise Shopper,0.099358,58.75,184.80,79.18,2.333900,0.213213,61.89,214.19,86.08,2.488373,46.60,86.28,91.99,93.79,79.665
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Sports Merchandise Shopper,0.099358,58.75,184.80,79.18,2.333900,0.087326,57.31,177.01,80.13,2.209098,113.78,104.4,98.81,105.65,105.66
Full Matched Fanbase,General Population,Sports Merchandise Shopper,0.099358,58.75,184.80,79.18,2.333900,0.073461,91.44,173.12,75.53,2.29205,135.25,106.74,104.83,101.83,112.1625
2025 Single Match Buyer,Other Seattle/Washington Sports Fans,NWSL,0.098795,20.34,134.01,27.38,4.894309,0.263607,21.43,79.07,27.08,2.920149,37.48,169.49,101.12,167.6,118.9225
2025 Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),NWSL,0.098795,20.34,134.01,27.38,4.894309,0.040258,21.7,84.6,29.13,2.90483,245.40,158.4,94.01,168.49,166.575
2025 Single Match Buyer,NWSL Fans,NWSL,0.098795,20.34,134.01,27.38,4.894309,1.000000,22.8,102.12,35.45,2.88095,9.88,131.23,77.24,169.89,97.06
2025 Single Match Buyer,General Population,NWSL,0.098795,20.34,134.01,27.38,4.894309,0.001296,50.7,165.34,62.14,2.660845,7623.07,81.05,44.06,183.94,1983.03
Email/Marketing Lead Only,NWSL Fans,Career Professionals,0.098696,18.97,561.07,45.89,12.226415,0.175411,21.21,557.13,44.11,12.630391,56.27,100.71,104.03,96.8,89.4525
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Career Professionals,0.098696,18.97,561.07,45.89,12.226415,0.170368,22.34,904.62,60.45,14.965712,57.93,62.02,75.92,81.7,69.3925
Email/Marketing Lead Only,General Population,Career Professionals,0.098696,18.97,561.07,45.89,12.226415,0.069907,159.46,652.52,55.06,11.851513,141.18,85.99,83.35,103.16,103.42
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Career Professionals,0.098696,18.97,561.07,45.89,12.226415,0.101263,21.84,769.42,53.88,14.28052,97.47,72.92,85.17,85.62,85.295
Email/Marketing Lead Only,General Population,Gym Enthusiasts,0.098696,25.09,343.07,46.98,7.301887,0.073051,132.62,528.8,47.83,11.055671,135.11,64.88,98.22,66.05,91.065
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Gym Enthusiasts,0.098696,25.09,343.07,46.98,7.301887,0.100311,37.03,667.33,57.37,11.632884,98.39,51.41,81.9,62.77,73.6175
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Gym Enthusiasts,0.098696,25.09,343.07,46.98,7.301887,0.193342,41.2,838.51,64.34,13.032245,51.05,40.91,73.02,56.03,55.2525
Email/Marketing Lead Only,NWSL Fans,Gym Enthusiasts,0.098696,25.09,343.07,46.98,7.301887,0.227471,30.89,777.58,54.36,14.304505,43.39,44.12,86.43,51.05,56.2475
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Career Professionals,0.098514,21.78,1726.62,108.84,15.863753,0.170368,22.34,904.62,60.45,14.965712,57.82,190.87,180.06,106,133.6875
Full Matched Fanbase,NWSL Fans,Career Professionals,0.098514,21.78,1726.62,108.84,15.863753,0.175411,21.21,557.13,44.11,12.630391,56.16,309.91,246.75,125.6,184.605
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Career Professionals,0.098514,21.78,1726.62,108.84,15.863753,0.101263,21.84,769.42,53.88,14.28052,97.29,224.4,202.01,111.09,158.6975
Full Matched Fanbase,General Population,Career Professionals,0.098514,21.78,1726.62,108.84,15.863753,0.069907,159.46,652.52,55.06,11.851513,140.92,264.61,197.68,133.85,184.265
2025 Single Match Buyer,General Population,Entrepreneurs,0.097992,21.40,745.18,41.88,17.795082,0.074907,158.79,714.89,58.36,12.248664,130.82,104.24,71.76,145.28,113.025
2025 Single Match Buyer,NWSL Fans,Entrepreneurs,0.097992,21.40,745.18,41.88,17.795082,0.182390,21.4,603.27,46.36,13.012274,53.73,123.52,90.33,136.76,101.085
2025 Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Entrepreneurs,0.097992,21.40,745.18,41.88,17.795082,0.110497,22.15,832.54,58.25,14.292364,88.68,89.51,71.9,124.51,93.65
2025 Single Match Buyer,Other Seattle/Washington Sports Fans,Entrepreneurs,0.097992,21.40,745.18,41.88,17.795082,0.182385,22.65,958.25,64.17,14.933789,53.73,77.76,65.27,119.16,78.98
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,NWSL,0.105329,20.83,161.37,32.20,5.010919,0.263607,21.43,79.07,27.08,2.920149,39.96,204.09,118.92,171.6,133.6425
Single Match Buyers and Attendees,General Population,NWSL,0.105329,20.83,161.37,32.20,5.010919,0.001296,50.7,165.34,62.14,2.660845,8127.24,97.6,51.82,188.32,2116.245
Single Match Buyers and Attendees,NWSL Fans,NWSL,0.105329,20.83,161.37,32.20,5.010919,1.000000,22.8,102.12,35.45,2.88095,10.53,158.02,90.84,173.93,108.33
Season Ticket Members,General Population,Parents of Young Children,0.103376,48.78,382.35,67.64,5.653061,0.116935,82.21,232.15,50.99,4.552447,88.40,164.7,132.64,124.18,127.48
Season Ticket Members,Local Gen Pop (Excl. Seattle Reign Fans),Parents of Young Children,0.103376,48.78,382.35,67.64,5.653061,0.131308,25.8,290.52,60.84,4.775029,78.73,131.61,111.18,118.39,109.9775
Season Ticket Members,Other Seattle/Washington Sports Fans,Parents of Young Children,0.103376,48.78,382.35,67.64,5.653061,0.203758,28.24,382.75,68.77,5.565722,50.73,99.89,98.36,101.57,87.6375
Season Ticket Members,NWSL Fans,Parents of Young Children,0.103376,48.78,382.35,67.64,5.653061,0.274692,29.58,314.54,59.29,5.305254,37.63,121.56,114.09,106.56,94.96
Single Match Buyers and Attendees,General Population,Drinkers,0.102933,47.20,443.89,74.39,5.967412,0.084069,94.93,386.88,58.32,6.633293,122.44,114.73,127.54,89.96,113.6675
2025 Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Tennis,0.007229,93.71,581.38,113.75,5.111111,0.003542,95.43,402.43,140.22,2.870016,204.09,144.47,81.12,178.09,151.9425
2025 Single Match Buyer,Other Seattle/Washington Sports Fans,Tennis,0.007229,93.71,581.38,113.75,5.111111,0.007982,94.2,418.54,131.84,3.174662,90.57,138.91,86.28,161,119.19
2025 Single Match Buyer,NWSL Fans,Tennis,0.007229,93.71,581.38,113.75,5.111111,0.013826,50.43,350.43,105.64,3.317116,52.29,165.9,107.67,154.08,119.985
2025 Single Match Buyer,General Population,Tennis,0.007229,93.71,581.38,113.75,5.111111,0.002934,153.12,384.99,145.09,2.653492,246.39,151.01,78.4,192.62,167.105
2025 Single Match Attendee,General Population,Emerging Sports Fan,0.007187,66.38,272.21,82.85,3.285714,0.007042,42.63,183.72,46.34,3.964746,102.06,148.17,178.8,82.87,127.975
2025 Single Match Attendee,NWSL Fans,Emerging Sports Fan,0.007187,66.38,272.21,82.85,3.285714,0.021694,22.12,360.15,70.46,5.111782,33.13,75.58,117.59,64.28,72.645
2025 Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),Emerging Sports Fan,0.007187,66.38,272.21,82.85,3.285714,0.007610,18.33,211.63,47.92,4.415847,94.44,128.63,172.88,74.41,117.59
2025 Single Match Attendee,Other Seattle/Washington Sports Fans,Emerging Sports Fan,0.007187,66.38,272.21,82.85,3.285714,0.013568,18.51,232.35,50.53,4.598408,52.97,117.15,163.96,71.45,101.3825
2025 Single Match Attendee,General Population,Sober Curious,0.007187,59.92,167.53,65.15,2.571429,0.000988,78.54,172.59,70.58,2.445479,727.43,97.07,92.31,105.15,255.49
2025 Single Match Attendee,Other Seattle/Washington Sports Fans,Sober Curious,0.007187,59.92,167.53,65.15,2.571429,0.006411,52.99,193.38,68.85,2.808576,112.10,86.63,94.62,91.56,96.2275
2025 Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),Sober Curious,0.007187,59.92,167.53,65.15,2.571429,0.002155,53.13,185.1,68.11,2.717562,333.50,90.51,95.65,94.62,153.57
2025 Single Match Attendee,NWSL Fans,Sober Curious,0.007187,59.92,167.53,65.15,2.571429,0.005892,52.43,186.63,68.16,2.73829,121.98,89.76,95.59,93.91,100.31
Combined Reign Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),UEFA,0.007161,29.03,171.67,68.60,2.502500,0.001086,44,160.18,79.27,2.020806,659.39,107.17,86.54,123.84,244.235
Combined Reign Fanbase,NWSL Fans,UEFA,0.007161,29.03,171.67,68.60,2.502500,0.014681,36.6,214.38,81.62,2.62641,48.78,80.08,84.04,95.28,77.045
Combined Reign Fanbase,Other Seattle/Washington Sports Fans,UEFA,0.007161,29.03,171.67,68.60,2.502500,0.003564,41.56,159.18,73.8,2.157025,200.93,107.85,92.96,116.02,129.44
Combined Reign Fanbase,General Population,UEFA,0.007161,29.03,171.67,68.60,2.502500,0.000715,106.58,197.71,97.39,2.030121,1001.54,86.83,70.44,123.27,320.52
Past Single Match Buyer,General Population,Endurance Athletes,0.007090,41.24,225.65,93.30,2.418605,0.002131,153.41,276.79,117.34,2.358864,332.71,81.52,79.51,102.53,149.0675
Past Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Endurance Athletes,0.007090,41.24,225.65,93.30,2.418605,0.003989,73.17,291.69,125.31,2.327788,177.74,77.36,74.46,103.9,108.365
Past Single Match Buyer,NWSL Fans,Endurance Athletes,0.007090,41.24,225.65,93.30,2.418605,0.015326,66.28,283.35,115.91,2.444519,46.26,79.64,80.49,98.94,76.3325
Past Single Match Buyer,Other Seattle/Washington Sports Fans,Endurance Athletes,0.007090,41.24,225.65,93.30,2.418605,0.010240,72.15,302.4,127.44,2.372963,69.24,74.62,73.21,101.92,79.7475
Past Single Match Buyer,Other Seattle/Washington Sports Fans,Big Sporting Events,0.006760,34.31,498.72,124.68,4.000000,0.008807,44.4,353.55,99.63,3.548495,76.76,141.06,125.14,112.72,113.92
Past Single Match Buyer,General Population,Big Sporting Events,0.006760,34.31,498.72,124.68,4.000000,0.004435,86.51,535.56,112.67,4.753283,152.42,93.12,110.66,84.15,110.0875
Past Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Big Sporting Events,0.006760,34.31,498.72,124.68,4.000000,0.003828,55.54,591.35,115.65,5.113242,176.59,84.34,107.81,78.23,111.7425
Past Single Match Buyer,NWSL Fans,Big Sporting Events,0.006760,34.31,498.72,124.68,4.000000,0.028348,32.53,393.66,103.23,3.813337,23.85,126.69,120.78,104.9,94.055
Full Matched Fanbase,General Population,Big Sporting Events,0.006669,33.72,410.85,124.83,3.291139,0.004435,86.51,535.56,112.67,4.753283,150.37,76.71,110.79,69.24,101.7775
Full Matched Fanbase,NWSL Fans,Big Sporting Events,0.006669,33.72,410.85,124.83,3.291139,0.028348,32.53,393.66,103.23,3.813337,23.53,104.37,120.92,86.31,83.7825
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Big Sporting Events,0.006669,33.72,410.85,124.83,3.291139,0.008807,44.4,353.55,99.63,3.548495,75.72,116.21,125.29,92.75,102.4925
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Big Sporting Events,0.006669,33.72,410.85,124.83,3.291139,0.003828,55.54,591.35,115.65,5.113242,174.22,69.48,107.94,64.37,104.0025
Past Single Match Buyer,Other Seattle/Washington Sports Fans,Figure Skating,0.006595,41.94,176.80,76.04,2.325000,0.018644,36.96,171.02,76.85,2.225382,35.37,103.38,98.95,104.48,85.545
Past Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Figure Skating,0.006595,41.94,176.80,76.04,2.325000,0.007406,37.38,171.04,83.42,2.050343,89.05,103.37,91.15,113.4,99.2425
Past Single Match Buyer,NWSL Fans,Figure Skating,0.006595,41.94,176.80,76.04,2.325000,0.028079,36.51,153.94,77.45,1.987715,23.49,114.85,98.18,116.97,88.3725
Past Single Match Buyer,General Population,Figure Skating,0.006595,41.94,176.80,76.04,2.325000,0.005761,74.44,144.1,76.99,1.871741,114.48,122.69,98.77,124.22,115.04
Past Single Match Buyer,NWSL Fans,Tennis,0.006595,94.13,430.57,144.73,2.975000,0.013826,50.43,350.43,105.64,3.317116,47.70,122.87,137,89.69,99.315
Past Single Match Buyer,General Population,Tennis,0.006595,94.13,430.57,144.73,2.975000,0.002934,153.12,384.99,145.09,2.653492,224.78,111.84,99.75,112.12,137.1225
Past Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Tennis,0.006595,94.13,430.57,144.73,2.975000,0.003542,95.43,402.43,140.22,2.870016,186.19,106.99,103.22,103.66,125.015
Past Single Match Buyer,Other Seattle/Washington Sports Fans,Tennis,0.006595,94.13,430.57,144.73,2.975000,0.007982,94.2,418.54,131.84,3.174662,82.62,102.88,109.78,93.71,97.2475
Past Single Match Buyer,NWSL Fans,Youth Sports - Hockey,0.006595,58.62,426.31,127.26,3.350000,0.007648,58.69,603.56,123.01,4.906631,86.23,70.63,103.46,68.27,82.1475
Past Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Youth Sports - Hockey,0.006595,58.62,426.31,127.26,3.350000,0.002668,71.95,586.62,148.14,3.959767,247.19,72.67,85.9,84.6,122.59
Past Single Match Buyer,General Population,Youth Sports - Hockey,0.006595,58.62,426.31,127.26,3.350000,0.002338,165.31,508.86,126.12,4.034735,282.08,83.78,100.9,83.03,137.4475
